Fruit,Red,Green,Blue
grape,0.6096840225499511,0.3398429564568748,0.15800258972883
orange,0.5511766997446138,0.3007041011742228,0.18501144456206367
apple,0.37843070726025585,0.3092742977651445,0.25
banana,0.5495748854903733,0.3812152235388823,0.2071027387304043
grape,0.4914232530058621,0.2653225738921785,0.16161110577762203
orange,0.4674923959749114,0.33592003763254236,0.21964612904222988
apple,0.5731574556849512,0.28946405554909854,0.15849313582518104
banana,0.607541960844668,0.28850376539991235,0.09655126766324154
grape,0.5993649697675283,0.37012416482320576,0.13569272018513864
orange,0.45418416309574366,0.35317581363725786,0.10290990700101747
apple,0.49764458518020044,0.35243759743203956,0.16064248760643027
banana,0.5501636013750922,0.3829396860435684,0.17469989840920294
grape,0.6029947004240335,0.30330223818123103,0.23770461786646074
orange,0.48370771249668626,0.34428108422028775,0.18642324020303816
apple,0.507775963913567,0.2827634610912057,0.16567417990526315
banana,0.4322805321315057,0.3220983138542834,0.20551741208497257
grape,0.424911056825385,0.29393113062920356,0.091
orange,0.5896271174363242,0.30801374982954854,0.1829533532081255
apple,0.6342116823428074,0.33889973557708863,0.20329287736770474
banana,0.5170951700304126,0.2512703176395247,0.11781372266036601
grape,0.605289697627146,0.417,0.2174626536418633
orange,0.552654154053906,0.23962692234701846,0.18686286348478773
apple,0.4701001801223798,0.2267203060071606,0.15821905927176955
banana,0.55263443965169,0.3738028741570042,0.19804571091203882
grape,0.636,0.351083087025702,0.25
orange,0.520062264792984,0.3406954286572336,0.1809109176922228
apple,0.636,0.34095742157438536,0.18343238227941275
banana,0.37,0.3012407000834913,0.1565442858174707
grape,0.5903960053587683,0.24637022896787844,0.1417059139603379
orange,0.5301378595955301,0.306699882608011,0.2055527610286813
apple,0.4984813972617989,0.2600159738862491,0.14146881461546304
banana,0.5305243836759113,0.3624574234719006,0.1767195170143369
grape,0.37,0.2928824423468674,0.15584901702292556
orange,0.504986905197324,0.25081917379886426,0.19220123337836287
apple,0.5522832308639632,0.28207407781751437,0.186679160000904
banana,0.636,0.3276017501650887,0.21342651788180017
grape,0.48050184210156094,0.26704907772615355,0.1546193768435196
orange,0.45670352456275864,0.25102233547488123,0.1637447524588519
apple,0.481855922426068,0.31710860711249855,0.13680697880027232
banana,0.5980629736515701,0.3171879274087408,0.15711685611710774
grape,0.5499575909920942,0.27056952312698995,0.18833741873570436
orange,0.47955966329110283,0.272795625051664,0.20276556743252336
apple,0.5650879295152952,0.31638709611617344,0.13895771768125023
banana,0.5309603590465394,0.2122187708271659,0.20704502496401508
grape,0.602428889223697,0.21473724598865357,0.22551423863458814
orange,0.46543164630205713,0.257456458282349,0.18971052632250063
apple,0.49613170397898304,0.28876627659386545,0.2453182408772065
banana,0.4908471314431631,0.3212762690670763,0.14459601043406423
grape,0.4029917742531663,0.3934720854508722,0.12670312127416614
orange,0.5472818627192952,0.3551748966385252,0.1064086305416374
apple,0.5444065323187509,0.2920838111422675,0.23084968383658894
banana,0.5234193034446818,0.3008209951100333,0.19886589494145418
grape,0.503763855063238,0.23984317939245584,0.1718877825054027
orange,0.40693959915186606,0.3008521855684718,0.18463880780015315
apple,0.48850708353324057,0.28410316438695143,0.13123141620266168
banana,0.49489740964480494,0.3220085507409615,0.25
grape,0.4572132639238273,0.250711681499756,0.17891040491505864
orange,0.5097745716433872,0.3341994838829527,0.17815700219498593
apple,0.5561321702587921,0.3970298126061598,0.20157913170815028
banana,0.636,0.2952568707956748,0.1922783508059951
grape,0.5373153806522108,0.32690612677013436,0.182507592922607
orange,0.5441191320392667,0.34478892748608897,0.14396197069307815
apple,0.5168954349071743,0.27712433074307813,0.19191579757116783
banana,0.37,0.31589373387224584,0.24551693086605125
grape,0.5208258622131642,0.3027807288484713,0.22512596175388913
orange,0.5279388772151642,0.3080559181100276,0.23454109181229707
apple,0.636,0.2540733934009611,0.15457380429561496
banana,0.507226400887948,0.3035196308040544,0.1363950168301739
grape,0.5477268820713562,0.33287589405721785,0.16922009703621335
orange,0.5201536348841701,0.39197090368329257,0.17611754666697038
apple,0.42716840091519837,0.3614747912172828,0.21557927770189603
banana,0.6167114707902317,0.417,0.10968634407083686
grape,0.5846585086803155,0.2544244511009409,0.2321229121395033
orange,0.5878646196575299,0.356083879476682,0.1679956998539984
apple,0.4484302287068314,0.3133672043557778,0.15777851934199802
banana,0.636,0.417,0.13554003374011364
grape,0.408048212851033,0.2518855063079806,0.11111544646910075
orange,0.5711222816916222,0.24993724578479187,0.20528048219055273
apple,0.636,0.2648376559824706,0.17678608275315932
banana,0.44177602133928356,0.182,0.12498148580983995
grape,0.4765635861725727,0.2694031886557928,0.12478700666158257
orange,0.5311714119371866,0.2549337749836707,0.1612401814269751
apple,0.48171499636247167,0.31132441476152484,0.2374228179609969
banana,0.3958455986525771,0.3231888704981839,0.164135528648183
grape,0.5286221639340942,0.417,0.11688056778151196
orange,0.4358910954744594,0.3609262779675351,0.1646617635647341
apple,0.5618345793120849,0.266231973348931,0.1636365043495885
banana,0.44760721279282817,0.2462982903764018,0.091
grape,0.636,0.3324989886334033,0.17193679507232312
orange,0.45877323002842857,0.22014554116472018,0.16522448785207022
apple,0.49659095567113465,0.41555044348296993,0.20045584186290988
banana,0.589708411824313,0.3751252874847198,0.2442603316079231
grape,0.4220691260524157,0.2729111095695083,0.21680947112281476
orange,0.5416517146375386,0.1957856591963656,0.16378222975891643
apple,0.6301857058511591,0.38594008719825557,0.1319520154678165
banana,0.3911863747659794,0.29489852959433766,0.25
grape,0.538139976399649,0.3787446113423546,0.17625030049255055
orange,0.5443103891283707,0.20314548515474923,0.17452931309269196
apple,0.5871094754857394,0.26483874857686607,0.17308324668981986
banana,0.4215700417079973,0.3023251093825273,0.18152722090917847
grape,0.4147225577270893,0.304912796813414,0.1685143043468902
orange,0.5657992083805856,0.27409594076828686,0.152200843738551
apple,0.5473527432051213,0.34061669580554493,0.1532193602328651
banana,0.5435404137283619,0.23580753337827914,0.17275537573179206
grape,0.551408753178752,0.2931724719286798,0.15334985869691692
orange,0.4672379728305638,0.30945832916613775,0.14691186025826775
apple,0.5420448031672023,0.33389520771164244,0.17804434865229207
banana,0.5470319428104918,0.34612012244151114,0.1643108657380075
grape,0.4644231837218379,0.23227219030605212,0.23115173356614216
orange,0.636,0.2068849214143914,0.091
apple,0.5618542995147666,0.38121596295770754,0.21547726037305354
banana,0.4253131132293828,0.32260346874273466,0.22135123731490988
grape,0.576837395907974,0.2555938347334937,0.09521117116849032
orange,0.4430761030413597,0.3981714224823964,0.16097787142494674
apple,0.5875409375068811,0.3091718273261572,0.1598852470921599
banana,0.6180048374786071,0.3751164254119572,0.12051455560072277
grape,0.4557040498951598,0.30618614584742676,0.14444296587154673
orange,0.6019968425980344,0.417,0.1317981178722985
apple,0.5568480360087928,0.41083113223147866,0.24058627685009765
banana,0.5904089331195482,0.28656422279429744,0.2095557789396035
grape,0.636,0.36223739895917,0.22231909360977803
orange,0.5028781744877646,0.34201330887427916,0.2014235384336429
apple,0.46119363452268586,0.3868551565670056,0.13109603269374528
banana,0.4500598167707071,0.2421747454440335,0.1540682298813686
grape,0.4561035566328341,0.3445351905199032,0.19259623332666087
orange,0.5166776598280435,0.36762231818467445,0.12755914326210607
apple,0.5509744619349648,0.1929581518417669,0.20109394034655073
banana,0.5456886455450616,0.22863797221472193,0.16486763486999087
grape,0.5908290264209539,0.182,0.15975680931311528
orange,0.5240661551339884,0.2852967762644374,0.20101647879173268
apple,0.636,0.34648761985934967,0.1908820058364695
banana,0.5012981396744877,0.39514613722995373,0.16028328569887496
grape,0.636,0.30659387638602603,0.2180545325278414
orange,0.5743047225167305,0.40297416382542006,0.1329195935512039
apple,0.4527130803738648,0.21643370959067673,0.19740555306388202
banana,0.4351868151589888,0.1963902887599804,0.19653784780279857
grape,0.5625627380499412,0.2985560426684096,0.16223723530606834
orange,0.5046760516032802,0.32581205783423706,0.18639305484520047
apple,0.5815480405155515,0.29997292561816624,0.12645768409735847
banana,0.5618054852150307,0.182,0.20911302672986223
grape,0.5170280291621364,0.29647455755020713,0.1669737188151664
orange,0.4535629151183908,0.22112289096869908,0.1541365252202765
apple,0.3987825275757591,0.3435196980274624,0.21386235058180178
banana,0.4863857739305043,0.3247290912580046,0.14723493975937513
grape,0.5932247011345247,0.24372745324770395,0.12047847073818473
orange,0.5405556870186767,0.27014025112512496,0.11484809140609165
apple,0.420849420145617,0.236328761642885,0.1970283781511343
banana,0.537200835919797,0.29811389596906335,0.12534368460514123
grape,0.5545960251377646,0.36121882387107673,0.24068217891540583
orange,0.4505236902315071,0.24088498512719628,0.09488668250041855
apple,0.5356054586875333,0.33325088396210634,0.23846534199502145
banana,0.5277731149125721,0.26912402766090865,0.1820186637536995
grape,0.4292764355778889,0.25284188439973465,0.1703249017489251
orange,0.5523385635485593,0.2953641176828174,0.1532930747012599
apple,0.5689843311621953,0.2378149760099988,0.1891671723453787
banana,0.6118102019403727,0.2676737430684747,0.17256988130785575
grape,0.609411768266862,0.2277315706594914,0.2159254715166278
orange,0.41003111182751856,0.417,0.1783406506491575
apple,0.4460983467269599,0.30418634022224716,0.17971146693555134
banana,0.5652328919111101,0.2586170185044597,0.16018273593587345
grape,0.5651304479748012,0.31526675446552177,0.17183606629859943
orange,0.5652339102770959,0.29503566091916855,0.18569646721789823
apple,0.636,0.28829988482894015,0.10901360107904821
banana,0.5698130218768397,0.34007833540269233,0.12276895395998288
grape,0.6161163824948092,0.34896547802293293,0.20224403557286316
orange,0.6012281446064426,0.2691089288481473,0.1804928866488618
apple,0.5764140826070755,0.2662992690800298,0.16700863321859818
banana,0.4971479219394917,0.28494679477659807,0.17470048945648492
grape,0.5852354760804479,0.182,0.18720810480374347
orange,0.4596283324079191,0.20805815414368975,0.15348913214824425
apple,0.5035808742473193,0.3867462045815605,0.1444244204347121
banana,0.48320018907801354,0.4039879982370796,0.18144211969371188
grape,0.5297136794296785,0.2865597655475045,0.1368218344506288
orange,0.636,0.3377465317094575,0.18951360471714992
apple,0.37,0.3212975095816992,0.10930182303896205
banana,0.5792733356107101,0.417,0.21310791421837444
grape,0.39075729856244856,0.37141364450894376,0.19195870433169562
orange,0.4843015870052665,0.29406910932819247,0.18372912990392726
apple,0.612293948951324,0.2427564926827736,0.2113422573899295
banana,0.528270961565828,0.2024003281440305,0.2372880288895779
grape,0.4346249282097969,0.3146147454237678,0.21254606247068894
orange,0.4643450958406826,0.25510625379237317,0.10404677920939746
apple,0.5787270154126435,0.2138202700049442,0.12537607526404332
banana,0.4631099361991948,0.26191248117696336,0.1502568940475642
grape,0.540749604345722,0.2349440237759075,0.17499145990801168
orange,0.5267368908721127,0.406602781374499,0.19367104277782665
apple,0.46956877149632303,0.35666166493086593,0.1464217351001683
banana,0.636,0.3015056962383697,0.18109713705012898
grape,0.5749813598300769,0.3937565366111816,0.14529544857057372
orange,0.37,0.30679683507415234,0.15076232348630594
apple,0.538289253811093,0.24860037951764763,0.12054687831976754
banana,0.4687335098889922,0.3964336927907187,0.13891713664778563
grape,0.5928995334532904,0.33541242270844884,0.12263598498657931
orange,0.45801329944851854,0.2376907384317597,0.13691681638686135
apple,0.5135916117997144,0.29019900195881626,0.2140383882710979
banana,0.5644089568763975,0.24771166829014504,0.13792284222438617
grape,0.5939919259219499,0.21626641668021115,0.25
orange,0.42457569462142636,0.35942300794696175,0.19274608023347378
apple,0.49557089866104226,0.417,0.1810237727004052
banana,0.4840544844848016,0.21528881042321324,0.1413824043531139
grape,0.4694270029289557,0.33690409267481536,0.20061177541754166
orange,0.636,0.2616601607144467,0.15212576260296456
apple,0.5562085002987984,0.27179822620658883,0.17863637295652374
banana,0.4196075157445263,0.2652715766971901,0.25
grape,0.5982646796584916,0.24843257227985138,0.1703497238104633
orange,0.636,0.3050083409325793,0.21767238639885567
apple,0.6076621513651941,0.2504810927825156,0.14727929584521626
banana,0.3984116627917709,0.31876832319835,0.17267043736111545
grape,0.4832928060249674,0.2988852372141535,0.24129042415414936
